txn_id,timestamp,feature,merchant,instrument,amount_inr,status,customer_id,description
AP00000162,2026-01-24T15:45:34Z,Rewards & Cashback,EatSure,AMAZON_PAY_WALLET,3100.42,REVERSED,CUST414851,Amazon Pay - Rewards & Cashback via EatSure
AP00000163,2026-01-24T20:28:11Z,Coupons & Promo Codes,Swiggy,NETBANKING,7453.68,REFUNDED,CUST587866,Amazon Pay - Coupons & Promo Codes via Swiggy
AP00000164,2026-01-11T23:59:44Z,Gift Cards,Cleartrip,AMAZON_PAY_UPI,2330.41,FAILED,CUST140703,Amazon Pay - Gift Cards via Cleartrip
AP00000165,2026-04-22T16:16:18Z,Merchant Settlements,Indigo,AMAZON_PAY_UPI,6361.66,FAILED,CUST812229,Amazon Pay - Merchant Settlements via Indigo
AP00000166,2026-02-27T23:12:10Z,Refund Processing,Practo,AMAZON_PAY_UPI,162.11,REVERSED,CUST373016,Amazon Pay - Refund Processing via Practo
AP00000167,2026-04-28T20:58:44Z,Transaction History,Vodafone,AMAZON_PAY_WALLET,3291.92,REFUNDED,CUST350785,Amazon Pay - Transaction History via Vodafone
AP00000168,2026-01-28T00:27:46Z,KYC Verification,MakeMyTrip,NETBANKING,8397.88,REFUNDED,CUST831505,Amazon Pay - KYC Verification via MakeMyTrip
AP00000169,2026-05-19T02:36:58Z,Fraud Detection,Cleartrip,EMI,7893.34,FAILED,CUST510583,Amazon Pay - Fraud Detection via Cleartrip
AP00000170,2026-05-06T11:09:44Z,PIN & Biometric Authentication,BigBasket,AMAZON_PAY_WALLET,278.73,SUCCESS,CUST211860,Amazon Pay - PIN & Biometric Authentication via BigBasket
AP00000171,2026-01-23T02:47:02Z,Strong Customer Authentication,Swiggy,AMAZON_PAY_UPI,1392.5,SUCCESS,CUST774805,Amazon Pay - Strong Customer Authentication via Swiggy
AP00000172,2026-05-22T02:56:55Z,Multi-Currency Support,Zomato,EMI,2000.93,FAILED,CUST959374,Amazon Pay - Multi-Currency Support via Zomato
AP00000173,2026-01-02T20:05:52Z,Cross-Border Payments,Bescom,AMAZON_PAY_UPI,2064.97,PENDING,CUST217408,Amazon Pay - Cross-Border Payments via Bescom
AP00000174,2026-02-10T10:21:27Z,QR Code Payments,RedBus,NETBANKING,1335.08,SUCCESS,CUST930437,Amazon Pay - QR Code Payments via RedBus
AP00000175,2026-01-23T11:58:20Z,NFC Tap-to-Pay,Indigo,AMAZON_PAY_UPI,2574.2,FAILED,CUST396320,Amazon Pay - NFC Tap-to-Pay via Indigo
AP00000176,2026-01-26T13:01:27Z,Voice Payments,EatSure,EMI,8514.41,REFUNDED,CUST748309,Amazon Pay - Voice Payments via EatSure
AP00000177,2026-05-19T06:45:55Z,Smart Connect Express Checkout,Jio,AMAZON_PAY_UPI,4694.26,FAILED,CUST150454,Amazon Pay - Smart Connect Express Checkout via Jio
AP00000178,2026-05-07T09:48:48Z,Saved Payment Instruments,Zomato,EMI,1711.84,FAILED,CUST101362,Amazon Pay - Saved Payment Instruments via Zomato
AP00000179,2026-02-16T18:22:53Z,Shipping Address Book,Bookmyshow,AMAZON_PAY_UPI,4912.83,FAILED,CUST615358,Amazon Pay - Shipping Address Book via Bookmyshow
AP00000180,2026-02-23T07:31:10Z,Order Tracking Integration,Jio,CARD_TOKEN,9438.32,REVERSED,CUST397512,Amazon Pay - Order Tracking Integration via Jio
AP00000181,2026-05-26T03:40:20Z,Loyalty Program Integration,Tata 1mg,AMAZON_PAY_UPI,7880.47,REFUNDED,CUST831023,Amazon Pay - Loyalty Program Integration via Tata 1mg
AP00000182,2026-01-14T20:01:23Z,Charity Donations,Tata Power,AMAZON_PAY_UPI,9284.83,REFUNDED,CUST881419,Amazon Pay - Charity Donations via Tata Power
AP00000183,2026-05-06T12:56:40Z,Tax Invoice Download,Practo,CARD_TOKEN,4285.9,FAILED,CUST671407,Amazon Pay - Tax Invoice Download via Practo
AP00000184,2026-05-21T01:22:37Z,Customer Support Chat,Cleartrip,NETBANKING,5319.6,PENDING,CUST891125,Amazon Pay - Customer Support Chat via Cleartrip
AP00000185,2026-05-24T10:10:29Z,Dispute Resolution,Vodafone,EMI,8680.43,PENDING,CUST572180,Amazon Pay - Dispute Resolution via Vodafone
AP00000186,2026-04-21T22:15:32Z,Subscription AutoPay,ACT Fibernet,CARD_TOKEN,2317.7,REVERSED,CUST450280,Amazon Pay - Subscription AutoPay via ACT Fibernet
AP00000187,2026-05-05T23:09:15Z,Split Bills,Practo,CARD_TOKEN,7549.05,FAILED,CUST966673,Amazon Pay - Split Bills via Practo
AP00000188,2026-03-07T08:46:06Z,Invoice / Request Money,Vodafone,EMI,3492.49,REVERSED,CUST347687,Amazon Pay - Invoice / Request Money via Vodafone
AP00000189,2026-03-24T09:27:17Z,Merchant Onboarding,BigBasket,AMAZON_PAY_UPI,3848.1,PENDING,CUST255523,Amazon Pay - Merchant Onboarding via BigBasket
AP00000190,2026-04-02T00:25:54Z,Risk-Based Step-Up,Practo,AMAZON_PAY_UPI,2814.96,SUCCESS,CUST507205,Amazon Pay - Risk-Based Step-Up via Practo
AP00000191,2026-04-01T04:16:38Z,Device Binding,BWSSB,AMAZON_PAY_WALLET,9808.02,REVERSED,CUST410602,Amazon Pay - Device Binding via BWSSB
AP00000192,2026-05-19T23:41:26Z,Velocity Controls,Bescom,AMAZON_PAY_UPI,9080.05,PENDING,CUST550917,Amazon Pay - Velocity Controls via Bescom
AP00000193,2026-01-15T13:20:16Z,Refund SLA Tracking,Cleartrip,EMI,6798.49,PENDING,CUST772702,Amazon Pay - Refund SLA Tracking via Cleartrip
AP00000194,2026-02-09T13:30:29Z,Reconciliation Reports,Tata 1mg,NETBANKING,7825.17,PENDING,CUST847792,Amazon Pay - Reconciliation Reports via Tata 1mg
AP00000195,2026-02-21T10:49:00Z,Webhooks & Events,Swiggy,EMI,5186.82,REFUNDED,CUST793216,Amazon Pay - Webhooks & Events via Swiggy
AP00000196,2026-02-06T22:50:12Z,API Rate Limits,Bescom,NETBANKING,391.04,SUCCESS,CUST669754,Amazon Pay - API Rate Limits via Bescom
AP00000197,2026-05-07T22:30:32Z,Sandbox Environment,Jio,CARD_TOKEN,8472.28,SUCCESS,CUST578973,Amazon Pay - Sandbox Environment via Jio
AP00000198,2026-04-07T21:11:25Z,Compliance Reporting,Swiggy,CARD_TOKEN,3434.75,REVERSED,CUST878158,Amazon Pay - Compliance Reporting via Swiggy
AP00000199,2026-03-09T12:25:03Z,PCI-DSS Tokenization,Jio,AMAZON_PAY_UPI,3560.82,REVERSED,CUST159368,Amazon Pay - PCI-DSS Tokenization via Jio
AP00000200,2026-03-19T08:06:14Z,One-Click Checkout,Swiggy,AMAZON_PAY_UPI,9154.29,REFUNDED,CUST759097,Amazon Pay - One-Click Checkout via Swiggy
AP00000201,2026-04-15T06:10:08Z,Buy Now Pay Later,RedBus,NETBANKING,9714.32,REVERSED,CUST940420,Amazon Pay - Buy Now Pay Later via RedBus
AP00000202,2026-02-27T04:22:42Z,UPI Payments,Zomato,AMAZON_PAY_WALLET,6424.93,REFUNDED,CUST855713,Amazon Pay - UPI Payments via Zomato
AP00000203,2026-02-25T15:22:50Z,Recurring Payments,BWSSB,NETBANKING,7600.52,FAILED,CUST781162,Amazon Pay - Recurring Payments via BWSSB
AP00000204,2026-02-16T00:51:46Z,Amazon Pay Wallet,Cleartrip,CARD_TOKEN,6876.95,REFUNDED,CUST546802,Amazon Pay - Amazon Pay Wallet via Cleartrip
AP00000205,2026-04-16T13:39:40Z,Send Money to Contacts,Indigo,CARD_TOKEN,6546.83,PENDING,CUST435880,Amazon Pay - Send Money to Contacts via Indigo
AP00000206,2026-04-02T02:52:36Z,Bill Payments,Zomato,CARD_TOKEN,9287.05,PENDING,CUST995951,Amazon Pay - Bill Payments via Zomato
AP00000207,2026-05-01T21:00:13Z,Mobile Recharge,Vodafone,AMAZON_PAY_WALLET,8314.14,REVERSED,CUST763918,Amazon Pay - Mobile Recharge via Vodafone
AP00000208,2026-02-28T07:11:49Z,DTH Recharge,Zomato,CARD_TOKEN,6085.32,FAILED,CUST706587,Amazon Pay - DTH Recharge via Zomato
AP00000209,2026-05-06T19:57:44Z,Insurance Premium Payments,ACT Fibernet,CARD_TOKEN,2093.12,PENDING,CUST522035,Amazon Pay - Insurance Premium Payments via ACT Fibernet
AP00000210,2026-03-07T15:44:13Z,Credit Card Bill Payments,EatSure,AMAZON_PAY_UPI,7882.07,REVERSED,CUST979548,Amazon Pay - Credit Card Bill Payments via EatSure
AP00000211,2026-05-04T08:26:14Z,EMI Auto-Debit,Jio,AMAZON_PAY_UPI,6714.9,REFUNDED,CUST222663,Amazon Pay - EMI Auto-Debit via Jio
AP00000212,2026-04-05T22:31:15Z,Rewards & Cashback,Uber,NETBANKING,5575.9,REFUNDED,CUST607899,Amazon Pay - Rewards & Cashback via Uber
AP00000213,2026-01-06T10:29:44Z,Coupons & Promo Codes,Airtel,AMAZON_PAY_WALLET,5999.42,REVERSED,CUST870272,Amazon Pay - Coupons & Promo Codes via Airtel
AP00000214,2026-04-14T21:04:11Z,Gift Cards,Domino's,NETBANKING,8406.41,FAILED,CUST493171,Amazon Pay - Gift Cards via Domino's
AP00000215,2026-03-26T03:32:30Z,Merchant Settlements,Tata Power,AMAZON_PAY_UPI,6100.05,SUCCESS,CUST815745,Amazon Pay - Merchant Settlements via Tata Power
AP00000216,2026-02-11T03:55:42Z,Refund Processing,Airtel,AMAZON_PAY_WALLET,2141.27,SUCCESS,CUST535779,Amazon Pay - Refund Processing via Airtel
AP00000217,2026-02-10T13:21:27Z,Transaction History,Tata Power,CARD_TOKEN,7786.68,REFUNDED,CUST681042,Amazon Pay - Transaction History via Tata Power
AP00000218,2026-03-27T15:25:21Z,KYC Verification,Indigo,EMI,8268.15,SUCCESS,CUST407109,Amazon Pay - KYC Verification via Indigo
AP00000219,2026-04-26T03:21:12Z,Fraud Detection,Jio,CARD_TOKEN,3454.31,REVERSED,CUST313418,Amazon Pay - Fraud Detection via Jio
AP00000220,2026-01-26T01:25:46Z,PIN & Biometric Authentication,Vodafone,CARD_TOKEN,5868.06,PENDING,CUST765657,Amazon Pay - PIN & Biometric Authentication via Vodafone
AP00000221,2026-03-04T00:02:12Z,Strong Customer Authentication,MakeMyTrip,NETBANKING,5744.13,REVERSED,CUST517838,Amazon Pay - Strong Customer Authentication via MakeMyTrip
AP00000222,2026-05-13T19:09:40Z,Multi-Currency Support,Airtel,EMI,7891.59,SUCCESS,CUST670058,Amazon Pay - Multi-Currency Support via Airtel
AP00000223,2026-04-21T05:06:42Z,Cross-Border Payments,EatSure,AMAZON_PAY_UPI,404.31,PENDING,CUST764368,Amazon Pay - Cross-Border Payments via EatSure
AP00000224,2026-01-12T04:50:19Z,QR Code Payments,BigBasket,AMAZON_PAY_UPI,7746.83,REFUNDED,CUST787569,Amazon Pay - QR Code Payments via BigBasket
AP00000225,2026-03-01T13:36:41Z,NFC Tap-to-Pay,MakeMyTrip,CARD_TOKEN,1855.73,FAILED,CUST135904,Amazon Pay - NFC Tap-to-Pay via MakeMyTrip
AP00000226,2026-01-25T13:36:44Z,Voice Payments,Domino's,AMAZON_PAY_UPI,5678.83,REFUNDED,CUST141292,Amazon Pay - Voice Payments via Domino's
AP00000227,2026-05-19T21:09:30Z,Smart Connect Express Checkout,Bescom,NETBANKING,151.15,SUCCESS,CUST505948,Amazon Pay - Smart Connect Express Checkout via Bescom
AP00000228,2026-02-05T20:00:27Z,Saved Payment Instruments,BWSSB,EMI,838.34,SUCCESS,CUST595129,Amazon Pay - Saved Payment Instruments via BWSSB
AP00000229,2026-02-28T03:08:30Z,Shipping Address Book,Swiggy,AMAZON_PAY_UPI,9865.63,SUCCESS,CUST192420,Amazon Pay - Shipping Address Book via Swiggy
AP00000230,2026-02-02T11:49:47Z,Order Tracking Integration,Swiggy,CARD_TOKEN,2430.04,REVERSED,CUST869190,Amazon Pay - Order Tracking Integration via Swiggy
AP00000231,2026-04-15T21:59:56Z,Loyalty Program Integration,Uber,AMAZON_PAY_UPI,6289.32,FAILED,CUST843686,Amazon Pay - Loyalty Program Integration via Uber
AP00000232,2026-05-03T12:19:19Z,Charity Donations,Indigo,AMAZON_PAY_UPI,123.88,SUCCESS,CUST115445,Amazon Pay - Charity Donations via Indigo
AP00000233,2026-03-19T23:28:30Z,Tax Invoice Download,EatSure,AMAZON_PAY_WALLET,6092.78,REFUNDED,CUST431643,Amazon Pay - Tax Invoice Download via EatSure
AP00000234,2026-02-21T13:30:24Z,Customer Support Chat,BigBasket,AMAZON_PAY_WALLET,3638.66,SUCCESS,CUST776214,Amazon Pay - Customer Support Chat via BigBasket
AP00000235,2026-01-20T20:45:51Z,Dispute Resolution,ACT Fibernet,CARD_TOKEN,3345.18,REVERSED,CUST393503,Amazon Pay - Dispute Resolution via ACT Fibernet
AP00000236,2026-02-20T09:37:27Z,Subscription AutoPay,EatSure,CARD_TOKEN,7259.11,REVERSED,CUST116253,Amazon Pay - Subscription AutoPay via EatSure
AP00000237,2026-02-26T14:18:44Z,Split Bills,Cleartrip,NETBANKING,6850.69,REFUNDED,CUST731014,Amazon Pay - Split Bills via Cleartrip
AP00000238,2026-05-27T01:18:53Z,Invoice / Request Money,Swiggy,CARD_TOKEN,2687.28,FAILED,CUST264920,Amazon Pay - Invoice / Request Money via Swiggy
AP00000239,2026-05-22T15:22:34Z,Merchant Onboarding,Uber,EMI,2745.47,PENDING,CUST992529,Amazon Pay - Merchant Onboarding via Uber
AP00000240,2026-02-26T23:59:14Z,Risk-Based Step-Up,Zomato,EMI,4852.29,REVERSED,CUST500281,Amazon Pay - Risk-Based Step-Up via Zomato
AP00000241,2026-02-09T18:48:00Z,Device Binding,RedBus,EMI,6779.17,SUCCESS,CUST587926,Amazon Pay - Device Binding via RedBus
AP00000242,2026-03-25T02:14:25Z,Velocity Controls,Bescom,NETBANKING,886.05,REVERSED,CUST945755,Amazon Pay - Velocity Controls via Bescom
AP00000243,2026-03-16T16:37:12Z,Refund SLA Tracking,Domino's,EMI,8851.2,FAILED,CUST647208,Amazon Pay - Refund SLA Tracking via Domino's
AP00000244,2026-03-12T18:36:22Z,Reconciliation Reports,Practo,AMAZON_PAY_WALLET,930.87,PENDING,CUST945010,Amazon Pay - Reconciliation Reports via Practo
AP00000245,2026-03-28T03:23:40Z,Webhooks & Events,Bescom,EMI,2470.34,PENDING,CUST617229,Amazon Pay - Webhooks & Events via Bescom
AP00000246,2026-03-09T16:38:01Z,API Rate Limits,ACT Fibernet,AMAZON_PAY_UPI,3164.42,PENDING,CUST131833,Amazon Pay - API Rate Limits via ACT Fibernet
AP00000247,2026-04-19T18:13:16Z,Sandbox Environment,Tata 1mg,AMAZON_PAY_UPI,9903.15,PENDING,CUST692942,Amazon Pay - Sandbox Environment via Tata 1mg
AP00000248,2026-05-27T19:08:16Z,Compliance Reporting,Indigo,NETBANKING,9464.58,SUCCESS,CUST904518,Amazon Pay - Compliance Reporting via Indigo
AP00000249,2026-01-01T01:02:35Z,PCI-DSS Tokenization,Bookmyshow,CARD_TOKEN,9945.2,PENDING,CUST496573,Amazon Pay - PCI-DSS Tokenization via Bookmyshow
AP00000250,2026-05-21T12:59:07Z,One-Click Checkout,Tata Power,NETBANKING,9471.63,REFUNDED,CUST167303,Amazon Pay - One-Click Checkout via Tata Power
AP00000251,2026-01-22T16:25:11Z,Buy Now Pay Later,Zomato,CARD_TOKEN,5648.55,FAILED,CUST771752,Amazon Pay - Buy Now Pay Later via Zomato
AP00000252,2026-02-06T01:16:22Z,UPI Payments,ACT Fibernet,AMAZON_PAY_WALLET,9657.06,FAILED,CUST855720,Amazon Pay - UPI Payments via ACT Fibernet
AP00000253,2026-03-26T16:45:47Z,Recurring Payments,Bookmyshow,EMI,8372.97,SUCCESS,CUST149327,Amazon Pay - Recurring Payments via Bookmyshow
AP00000254,2026-01-07T21:47:19Z,Amazon Pay Wallet,Airtel,AMAZON_PAY_UPI,1456.38,SUCCESS,CUST891623,Amazon Pay - Amazon Pay Wallet via Airtel
AP00000255,2026-04-11T11:16:24Z,Send Money to Contacts,Domino's,EMI,7580.64,REFUNDED,CUST210540,Amazon Pay - Send Money to Contacts via Domino's
AP00000256,2026-02-26T04:58:43Z,Bill Payments,Tata 1mg,CARD_TOKEN,3802.28,REFUNDED,CUST562825,Amazon Pay - Bill Payments via Tata 1mg
AP00000257,2026-02-03T19:55:23Z,Mobile Recharge,Swiggy,NETBANKING,7989.71,PENDING,CUST264580,Amazon Pay - Mobile Recharge via Swiggy
AP00000258,2026-01-21T02:28:21Z,DTH Recharge,Uber,NETBANKING,9259.21,SUCCESS,CUST503784,Amazon Pay - DTH Recharge via Uber
AP00000259,2026-02-11T07:47:03Z,Insurance Premium Payments,Vodafone,AMAZON_PAY_WALLET,1164.83,REFUNDED,CUST483812,Amazon Pay - Insurance Premium Payments via Vodafone
AP00000260,2026-02-09T13:26:15Z,Credit Card Bill Payments,BigBasket,NETBANKING,8893.39,REVERSED,CUST560294,Amazon Pay - Credit Card Bill Payments via BigBasket
AP00000261,2026-03-26T05:16:31Z,EMI Auto-Debit,Uber,AMAZON_PAY_UPI,5713.62,FAILED,CUST410956,Amazon Pay - EMI Auto-Debit via Uber
AP00000262,2026-02-17T01:40:57Z,Rewards & Cashback,Tata 1mg,CARD_TOKEN,9031.75,REFUNDED,CUST219714,Amazon Pay - Rewards & Cashback via Tata 1mg
AP00000263,2026-03-25T06:23:27Z,Coupons & Promo Codes,Practo,EMI,8353.63,REFUNDED,CUST224978,Amazon Pay - Coupons & Promo Codes via Practo
AP00000264,2026-04-06T01:53:46Z,Gift Cards,Indigo,AMAZON_PAY_WALLET,984.58,PENDING,CUST403487,Amazon Pay - Gift Cards via Indigo
AP00000265,2026-03-17T04:28:00Z,Merchant Settlements,RedBus,AMAZON_PAY_WALLET,4426.23,SUCCESS,CUST632458,Amazon Pay - Merchant Settlements via RedBus
AP00000266,2026-04-07T08:36:11Z,Refund Processing,Jio,CARD_TOKEN,3607.03,PENDING,CUST142517,Amazon Pay - Refund Processing via Jio
AP00000267,2026-02-07T19:05:53Z,Transaction History,Uber,AMAZON_PAY_WALLET,7705.98,REVERSED,CUST846185,Amazon Pay - Transaction History via Uber
AP00000268,2026-02-05T19:42:45Z,KYC Verification,Zomato,EMI,7614.42,REFUNDED,CUST283834,Amazon Pay - KYC Verification via Zomato
AP00000269,2026-05-14T23:58:03Z,Fraud Detection,Practo,EMI,2030.68,FAILED,CUST168886,Amazon Pay - Fraud Detection via Practo
AP00000270,2026-04-03T00:26:58Z,PIN & Biometric Authentication,Jio,CARD_TOKEN,2824.48,FAILED,CUST770229,Amazon Pay - PIN & Biometric Authentication via Jio
AP00000271,2026-03-02T05:44:23Z,Strong Customer Authentication,Airtel,AMAZON_PAY_WALLET,2490.67,FAILED,CUST690482,Amazon Pay - Strong Customer Authentication via Airtel
AP00000272,2026-05-03T03:22:45Z,Multi-Currency Support,Domino's,EMI,3567.65,SUCCESS,CUST567420,Amazon Pay - Multi-Currency Support via Domino's
AP00000273,2026-03-28T03:46:31Z,Cross-Border Payments,Cleartrip,CARD_TOKEN,5766.78,REFUNDED,CUST164181,Amazon Pay - Cross-Border Payments via Cleartrip
AP00000274,2026-02-01T07:05:14Z,QR Code Payments,ACT Fibernet,EMI,5309.27,SUCCESS,CUST663432,Amazon Pay - QR Code Payments via ACT Fibernet
AP00000275,2026-05-27T00:01:06Z,NFC Tap-to-Pay,EatSure,AMAZON_PAY_WALLET,1035.62,PENDING,CUST362624,Amazon Pay - NFC Tap-to-Pay via EatSure
AP00000276,2026-05-15T16:15:44Z,Voice Payments,Practo,CARD_TOKEN,8374.11,SUCCESS,CUST767772,Amazon Pay - Voice Payments via Practo
AP00000277,2026-02-02T08:07:29Z,Smart Connect Express Checkout,ACT Fibernet,AMAZON_PAY_UPI,8695.7,FAILED,CUST851931,Amazon Pay - Smart Connect Express Checkout via ACT Fibernet
AP00000278,2026-01-04T12:56:08Z,Saved Payment Instruments,Airtel,EMI,7616.74,REVERSED,CUST215385,Amazon Pay - Saved Payment Instruments via Airtel
AP00000279,2026-05-15T23:25:10Z,Shipping Address Book,MakeMyTrip,EMI,8611.43,PENDING,CUST254371,Amazon Pay - Shipping Address Book via MakeMyTrip
AP00000280,2026-05-02T12:03:49Z,Order Tracking Integration,Swiggy,NETBANKING,5973.83,REFUNDED,CUST732071,Amazon Pay - Order Tracking Integration via Swiggy
AP00000281,2026-04-27T18:51:58Z,Loyalty Program Integration,Tata Power,CARD_TOKEN,2411.13,REFUNDED,CUST451359,Amazon Pay - Loyalty Program Integration via Tata Power
AP00000282,2026-02-22T11:15:55Z,Charity Donations,Vodafone,NETBANKING,544.94,REVERSED,CUST642506,Amazon Pay - Charity Donations via Vodafone
AP00000283,2026-01-11T13:12:32Z,Tax Invoice Download,BWSSB,AMAZON_PAY_UPI,1099.06,FAILED,CUST296603,Amazon Pay - Tax Invoice Download via BWSSB
AP00000284,2026-04-21T01:51:56Z,Customer Support Chat,Swiggy,AMAZON_PAY_WALLET,4212.65,PENDING,CUST516338,Amazon Pay - Customer Support Chat via Swiggy
AP00000285,2026-05-09T20:34:51Z,Dispute Resolution,Bookmyshow,AMAZON_PAY_UPI,2664.8,REVERSED,CUST811394,Amazon Pay - Dispute Resolution via Bookmyshow
AP00000286,2026-01-14T07:02:18Z,Subscription AutoPay,Bookmyshow,EMI,2513.05,SUCCESS,CUST645579,Amazon Pay - Subscription AutoPay via Bookmyshow
AP00000287,2026-01-20T16:57:17Z,Split Bills,Tata 1mg,CARD_TOKEN,6478.08,FAILED,CUST226228,Amazon Pay - Split Bills via Tata 1mg
AP00000288,2026-04-04T16:08:56Z,Invoice / Request Money,Zomato,NETBANKING,5342.44,REVERSED,CUST255616,Amazon Pay - Invoice / Request Money via Zomato
AP00000289,2026-01-24T17:18:53Z,Merchant Onboarding,RedBus,NETBANKING,2889.9,REVERSED,CUST355224,Amazon Pay - Merchant Onboarding via RedBus
AP00000290,2026-02-18T22:23:29Z,Risk-Based Step-Up,ACT Fibernet,EMI,2223.72,REVERSED,CUST505433,Amazon Pay - Risk-Based Step-Up via ACT Fibernet
AP00000291,2026-03-01T07:21:14Z,Device Binding,MakeMyTrip,CARD_TOKEN,4783.3,REVERSED,CUST958594,Amazon Pay - Device Binding via MakeMyTrip
AP00000292,2026-04-01T11:10:55Z,Velocity Controls,Practo,EMI,3837.5,REVERSED,CUST714133,Amazon Pay - Velocity Controls via Practo
AP00000293,2026-03-07T09:03:49Z,Refund SLA Tracking,Cleartrip,CARD_TOKEN,3261.2,REVERSED,CUST383039,Amazon Pay - Refund SLA Tracking via Cleartrip
AP00000294,2026-04-22T01:33:24Z,Reconciliation Reports,Swiggy,AMAZON_PAY_WALLET,677.25,REVERSED,CUST464899,Amazon Pay - Reconciliation Reports via Swiggy
AP00000295,2026-02-14T10:42:22Z,Webhooks & Events,ACT Fibernet,CARD_TOKEN,5213.56,SUCCESS,CUST810577,Amazon Pay - Webhooks & Events via ACT Fibernet
AP00000296,2026-05-04T23:54:47Z,API Rate Limits,Uber,AMAZON_PAY_WALLET,6110.85,REVERSED,CUST390190,Amazon Pay - API Rate Limits via Uber
AP00000297,2026-01-14T17:37:07Z,Sandbox Environment,Airtel,CARD_TOKEN,4135.79,PENDING,CUST208377,Amazon Pay - Sandbox Environment via Airtel
AP00000298,2026-03-28T19:38:07Z,Compliance Reporting,Airtel,NETBANKING,1504.69,REVERSED,CUST991233,Amazon Pay - Compliance Reporting via Airtel
AP00000299,2026-03-12T12:33:35Z,PCI-DSS Tokenization,Bescom,NETBANKING,2887.46,REFUNDED,CUST469747,Amazon Pay - PCI-DSS Tokenization via Bescom
AP00000300,2026-04-13T14:19:11Z,One-Click Checkout,EatSure,NETBANKING,77.55,FAILED,CUST882004,Amazon Pay - One-Click Checkout via EatSure
AP00000301,2026-05-08T02:52:58Z,Buy Now Pay Later,MakeMyTrip,CARD_TOKEN,4361.67,PENDING,CUST495312,Amazon Pay - Buy Now Pay Later via MakeMyTrip
AP00000302,2026-02-14T00:01:03Z,UPI Payments,Vodafone,CARD_TOKEN,8382.31,REVERSED,CUST441645,Amazon Pay - UPI Payments via Vodafone
AP00000303,2026-03-18T19:27:33Z,Recurring Payments,Indigo,EMI,3004.89,REFUNDED,CUST662503,Amazon Pay - Recurring Payments via Indigo
AP00000304,2026-05-22T11:28:00Z,Amazon Pay Wallet,Jio,NETBANKING,4647.38,REFUNDED,CUST142689,Amazon Pay - Amazon Pay Wallet via Jio
AP00000305,2026-05-13T20:35:59Z,Send Money to Contacts,Zomato,EMI,998.57,PENDING,CUST492603,Amazon Pay - Send Money to Contacts via Zomato
AP00000306,2026-04-15T19:57:37Z,Bill Payments,Domino's,AMAZON_PAY_WALLET,9644.1,PENDING,CUST610355,Amazon Pay - Bill Payments via Domino's
AP00000307,2026-03-03T09:32:11Z,Mobile Recharge,Vodafone,EMI,1715.35,SUCCESS,CUST433528,Amazon Pay - Mobile Recharge via Vodafone
AP00000308,2026-04-21T05:33:18Z,DTH Recharge,Tata 1mg,CARD_TOKEN,8206.52,FAILED,CUST633599,Amazon Pay - DTH Recharge via Tata 1mg
AP00000309,2026-02-02T20:36:38Z,Insurance Premium Payments,Jio,AMAZON_PAY_WALLET,8931.59,REVERSED,CUST532285,Amazon Pay - Insurance Premium Payments via Jio
AP00000310,2026-01-23T13:00:50Z,Credit Card Bill Payments,Tata 1mg,CARD_TOKEN,9936.56,REVERSED,CUST767431,Amazon Pay - Credit Card Bill Payments via Tata 1mg
AP00000311,2026-04-27T03:37:00Z,EMI Auto-Debit,Swiggy,CARD_TOKEN,49.09,REVERSED,CUST419245,Amazon Pay - EMI Auto-Debit via Swiggy
